Volatility 3 Framework 2.28.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
** 30216	828	svchost.exe	0xb78cff934080	6	-	0	False	2020-11-16 02:30:22.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	-	-
** 7180	828	svchost.exe	0xb78d0094a240	4	-	0	False	2020-11-11 08:13:40.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s TokenBroker	C:\WINDOWS\system32\svchost.exe
** 1040	828	svchost.exe	0xb78cfa69e280	11	-	0	False	2020-11-11 08:13:14.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k RPCSS -p	C:\WINDOWS\system32\svchost.exe
** 5140	828	IntelCpHeciSvc	0xb78cffaec0c0	3	-	0	False	2020-11-11 08:13:19.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHeciSvc.exe	C:\WINDOWS\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHeciSvc.exe	C:\WINDOWS\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHeciSvc.exe
** 8728	828	SecurityHealth	0xb78d05a1a080	6	-	0	False	2020-11-11 08:14:02.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthService.exe	C:\WINDOWS\system32\SecurityHealthService.exe	C:\WINDOWS\system32\SecurityHealthService.exe
** 3108	828	svchost.exe	0xb78cfefe6240	6	-	0	False	2020-11-11 08:13:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s SessionEnv	C:\WINDOWS\System32\svchost.exe
** 3632	828	svchost.exe	0xb78cff23b2c0	4	-	0	False	2020-11-11 08:13:17.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\WINDOWS\System32\svchost.exe
** 10800	828	svchost.exe	0xb78d0933d200	3	-	0	False	2020-11-11 08:13:57.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k netsvcs -p	C:\WINDOWS\System32\svchost.exe
** 19508	828	svchost.exe	0xb78d0aa30080	3	-	0	False	2020-11-12 06:06:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts	C:\WINDOWS\System32\svchost.exe
** 8244	828	svchost.exe	0xb78d0fb40080	3	-	1	False	2020-11-14 04:58:58.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc	C:\WINDOWS\system32\svchost.exe
** 3132	828	svchost.exe	0xb78cfefe32c0	7	-	0	False	2020-11-11 08:13:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalService -p -s netprofm	C:\WINDOWS\System32\svchost.exe
** 4668	828	svchost.exe	0xb78cff83f240	11	-	0	False	2020-11-11 08:13:19.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Winmgmt	C:\WINDOWS\system32\svchost.exe
** 14912	828	svchost.exe	0xb78d0a14f080	13	-	1	False	2020-11-11 08:14:31.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k AarSvcGroup -p -s AarSvc	C:\WINDOWS\system32\svchost.exe
** 2120	828	svchost.exe	0xb78cffc69080	2	-	0	False	2020-11-12 06:06:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p -s NcdAutoSetup	C:\WINDOWS\System32\svchost.exe
** 1100	828	svchost.exe	0xb78cfa6c4240	7	-	0	False	2020-11-11 08:13:14.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p -s LSM	C:\WINDOWS\system32\svchost.exe
** 1624	828	svchost.exe	0xb78cfce0e280	7	-	0	False	2020-11-11 08:13:15.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DisplayEnhancementService	C:\WINDOWS\system32\svchost.exe
** 9836	828	svchost.exe	0xb78d05dd7240	0	-	0	False	2020-11-11 08:13:52.000000 UTC	2020-11-11 08:21:19.000000 UTC	\Device\HarddiskVolume3\Windows\System32\svchost.exe	-	-
** 3184	828	svchost.exe	0xb78cff0632c0	10	-	0	False	2020-11-11 08:13:17.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k NetworkService -p -s Dnscache	C:\WINDOWS\system32\svchost.exe
** 17520	828	svchost.exe	0xb78d0df3c080	4	-	0	False	2020-11-11 16:13:36.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s DsSvc	C:\WINDOWS\System32\svchost.exe
** 3716	828	svchost.exe	0xb78cff2ed240	12	-	0	False	2020-11-11 08:13:17.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p	C:\WINDOWS\system32\svchost.exe
** 4228	828	svchost.exe	0xb78cff5582c0	3	-	0	False	2020-11-11 08:13:18.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p	C:\WINDOWS\system32\svchost.exe
** 2184	828	svchost.exe	0xb78cfec94280	2	-	0	False	2020-11-11 08:13:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DevQueryBroker	C:\WINDOWS\system32\svchost.exe
** 2700	828	svchost.exe	0xb78cfedd1240	4	-	0	False	2020-11-11 08:13:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s SENS	C:\WINDOWS\system32\svchost.exe
** 4748	828	svchost.exe	0xb78cff8312c0	4	-	0	False	2020-11-11 08:13:19.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalService -p -s SstpSvc	C:\WINDOWS\system32\svchost.exe
** 15504	828	svchost.exe	0xb78d09c9c080	8	-	0	False	2020-11-11 08:15:32.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s wscsvc	C:\WINDOWS\System32\svchost.exe
** 4760	828	svchost.exe	0xb78cff8a4280	6	-	0	False	2020-11-11 08:13:19.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k imgsvc	C:\WINDOWS\system32\svchost.exe
** 2212	828	svchost.exe	0xb78cfec98280	4	-	0	False	2020-11-11 08:13:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DeviceAssociationService	C:\WINDOWS\system32\svchost.exe
*** 4176	2212	dasHost.exe	0xb78cff546280	1	-	0	False	2020-11-11 08:13:18.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dasHost.exe	dashost.exe {de95c1ed-978c-4db8-87ad608b9d7365cc}	C:\WINDOWS\system32\dashost.exe
*** 2772	2212	dasHost.exe	0xb78cfee47280	3	-	0	False	2020-11-11 08:13:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dasHost.exe	dashost.exe {31e2ec11-4670-4f05-89567a54e4adad61}	C:\WINDOWS\system32\dashost.exe
** 4772	828	svchost.exe	0xb78cff8a20c0	3	-	0	False	2020-11-11 08:13:19.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks	C:\WINDOWS\System32\svchost.exe
** 1704	828	svchost.exe	0xb78cfce7c240	7	-	0	False	2020-11-11 08:13:15.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s hidserv	C:\WINDOWS\system32\svchost.exe
** 3752	828	svchost.exe	0xb78cff306240	4	-	0	False	2020-11-11 08:13:17.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s ShellHWDetection	C:\WINDOWS\System32\svchost.exe
** 8872	828	SearchIndexer.	0xb78d05552240	0	-	0	False	2020-11-11 08:13:48.000000 UTC	2020-11-14 14:17:59.000000 UTC	\Device\HarddiskVolume3\Windows\System32\SearchIndexer.exe	-	-
** 18600	828	SurfaceService	0xb78d0d2dc080	3	-	0	False	2020-11-11 08:15:32.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SurfaceService.exe	C:\WINDOWS\system32\SurfaceService.exe	C:\WINDOWS\system32\SurfaceService.exe
** 19112	828	svchost.exe	0xb78d15262240	5	-	0	False	2020-11-16 02:29:33.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k wsappx -p -s AppXSvc	C:\WINDOWS\system32\svchost.exe
** 1712	828	svchost.exe	0xb78cfce7f240	4	-	0	False	2020-11-11 08:13:15.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BDESVC	C:\WINDOWS\System32\svchost.exe
** 7856	828	svchost.exe	0xb78d00465300	2	-	0	False	2020-11-11 08:13:42.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc	C:\WINDOWS\system32\svchost.exe
** 8384	828	svchost.exe	0xb78d000af080	2	-	0	False	2020-11-11 08:13:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Appinfo	C:\WINDOWS\system32\svchost.exe
** 11968	828	SearchIndexer.	0xb78d14399080	15	-	0	False	2020-11-14 14:18:42.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SearchIndexer.exe	C:\WINDOWS\system32\SearchIndexer.exe /Embedding	C:\WINDOWS\system32\SearchIndexer.exe
*** 29664	11968	SearchProtocol	0xb78d14bc1140	0	-	0	False	2020-11-16 02:29:42.000000 UTC	2020-11-16 02:34:50.000000 UTC	-	-	-
*** 30328	11968	SearchFilterHo	0xb78d0df28080	0	-	0	False	2020-11-16 02:32:35.000000 UTC	2020-11-16 02:34:50.000000 UTC	-	-	-
** 28864	828	svchost.exe	0xb78d15380240	3	-	0	False	2020-11-16 02:29:39.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	-	-
** 29900	828	svchost.exe	0xb78d11278240	3	-	0	False	2020-11-16 02:29:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s WdiSystemHost	C:\WINDOWS\System32\svchost.exe
** 6864	828	svchost.exe	0xb78d00519080	7	-	0	False	2020-11-11 08:13:35.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc	C:\WINDOWS\system32\svchost.exe
** 2780	828	svchost.exe	0xb78cfee492c0	4	-	0	False	2020-11-11 08:13:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation	C:\WINDOWS\System32\svchost.exe
** 5340	828	svchost.exe	0xb78cffbf4200	12	-	0	False	2020-11-11 08:13:19.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k netsvcs	C:\WINDOWS\System32\svchost.exe
** 1248	828	svchost.exe	0xb78cfccd92c0	266	-	0	False	2020-11-11 08:13:15.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\System32\svchost.exe -k NetworkService -s TermService	C:\WINDOWS\System32\svchost.exe
** 740	828	svchost.exe	0xb78cfa659200	15	-	0	False	2020-11-11 08:13:14.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p	C:\WINDOWS\system32\svchost.exe
*** 896	740	winlogon.exe	0xb78cfa262080	3	-	1	False	2020-11-11 08:13:14.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\winlogon.exe	winlogon.exe	C:\WINDOWS\system32\winlogon.exe
**** 392	896	fontdrvhost.ex	0xb78cfa619140	6	-	1	False	2020-11-11 08:13:14.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\WINDOWS\system32\fontdrvhost.exe
**** 1176	896	dwm.exe	0xb78cfa89c080	14	-	1	False	2020-11-11 08:13:14.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dwm.exe	"dwm.exe"	C:\WINDOWS\system32\dwm.exe
**** 7404	896	userinit.exe	0xb78d00a18080	0	-	1	False	2020-11-11 08:13:41.000000 UTC	2020-11-11 08:14:16.000000 UTC	\Device\HarddiskVolume3\Windows\System32\userinit.exe	-	-
***** 7464	7404	explorer.exe	0xb78d009dc0c0	129	-	1	False	2020-11-11 08:13:41.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\explorer.exe	C:\WINDOWS\Explorer.EXE	C:\WINDOWS\Explorer.EXE
****** 8800	7464	crashpad_handl	0xb78d053d0080	7	-	1	False	2020-11-11 08:13:48.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Google\Drive File Stream\43.0.8.0\crashpad_handler.exe	"C:\Program Files\Google\Drive File Stream\43.0.8.0\crashpad_handler.exe" --database=C:\Users\fredr\AppData\Local\Google\DriveFS\Crashpad --url=https://clients2.google.com/cr/report --annotation=application=Explorer.EXE --annotation=prod=DriveFS --annotation=ver=43.0.8.0 --initial-client-data=0x1074,0x10b0,0x10b8,0x10b4,0x10bc,0x7fff284b0010,0x7fff284b0020,0x7fff284b0030	C:\Program Files\Google\Drive File Stream\43.0.8.0\crashpad_handler.exe
****** 1152	7464	Slack.exe	0xb78cf9a70080	31	-	1	False	2020-11-11 08:14:22.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe	"C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe" 	C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe
******* 14016	1152	Slack.exe	0xb78cf89a2080	11	-	1	False	2020-11-11 08:14:27.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe	"C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe" --type=gpu-process --field-trial-handle=1800,2595559897263752851,18356817183530779776,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns --gpu-preferences=MAAAAAAAAADgAAAwAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAA= --mojo-platform-channel-handle=1764 /prefetch:2	C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe
******* 7684	1152	Slack.exe	0xb78d053f2080	9	-	1	False	2020-11-12 02:59:00.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe	"C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe" --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=1800,2595559897263752851,18356817183530779776,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns --lang=en-US --service-sandbox-type=audio --standard-schemes=slack-webapp-dev --secure-schemes=slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --mojo-platform-channel-handle=4588 /prefetch:8	C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe
******* 15460	1152	Slack.exe	0xb78d09a88080	15	-	1	False	2020-11-11 08:14:32.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe	"C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe" --type=renderer --autoplay-policy=no-user-gesture-required --force-color-profile=srgb --field-trial-handle=1800,2595559897263752851,18356817183530779776,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns --lang=en-US --standard-schemes=slack-webapp-dev --secure-schemes=slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --app-user-model-id=electron.app.Slack --app-path="C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\resources\app.asar" --enable-sandbox --native-window-open --preload="C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\resources\app.asar\dist\preload.bundle.js" --context-isolation --background-color=#FFFFFF --enable-blink-features=EventTiming --enable-spellcheck --enable-websql --disable-electron-site-instance-overrides --device-scale-factor=2 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2696 /prefetch:1 --window-type=main	C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe
******* 12808	1152	Slack.exe	0xb78cf77c3080	11	-	1	False	2020-11-11 08:14:29.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe	"C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1800,2595559897263752851,18356817183530779776,131072 --enable-features=WebComponentsV0Enabled --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns --lang=en-US --service-sandbox-type=network --standard-schemes=slack-webapp-dev --secure-schemes=slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --mojo-platform-channel-handle=2228 /prefetch:8	C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe
******* 15052	1152	Slack.exe	0xb78d09121080	7	-	1	False	2020-11-11 08:14:31.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe	"C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe" --type=crashpad-handler --user-data-dir=C:\Users\fredr\AppData\Roaming\Slack /prefetch:7 --no-rate-limit --no-upload-gzip --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\fredr\AppData\Roaming\Slack\Crashpad --url=https://slack.com/apps/breakpad?instanceUid=2dba9de3-c7b2-54ff-a9a0-3fc30a001c3c&version=4.10.3&channel=prod "--annotation=_companyName=Slack Technologies" --annotation=_productName=Slack --annotation=_version=4.10.3 --annotation=prod=Electron --annotation=ver=10.1.2 --initial-client-data=0xa0c,0xa10,0xa14,0xa08,0xa18,0x7ff6b02b8c70,0x7ff6b02b8c80,0x7ff6b02b8c90	C:\Program Files\WindowsApps\91750D7E.Slack_4.10.3.0_x64__8she8kybcnzg4\app\Slack.exe
****** 29440	7464	MRC.exe	0xb78d106d2080	20	-	1	True	2020-11-16 02:31:15.000000 UTC	N/A	\Device\HarddiskVolume7\Tools\MRC.exe	"D:\Tools\MRC.exe" 	D:\Tools\MRC.exe
****** 11816	7464	googledrivesyn	0xb78d0a0f2080	1	-	1	False	2020-11-11 08:14:08.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Google\Drive\googledrivesync.exe	"C:\Program Files\Google\Drive\googledrivesync.exe" /autostart	C:\Program Files\Google\Drive\googledrivesync.exe
******* 8432	11816	googledrivesyn	0xb78d0d2e1080	40	-	1	False	2020-11-11 08:14:53.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Google\Drive\googledrivesync.exe	"C:\Program Files\Google\Drive\googledrivesync.exe" /autostart	C:\Program Files\Google\Drive\googledrivesync.exe
****** 12888	7464	ApplePhotoStre	0xb78d0a470080	24	-	1	True	2020-11-11 08:14:20.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\AppleInc.iCloud_11.4.12.0_x86__nzyj5cx40ttqa\iCloud\ApplePhotoStreams.exe	"C:\Program Files\WindowsApps\AppleInc.iCloud_11.4.12.0_x86__nzyj5cx40ttqa\iCloud\ApplePhotoStreams.exe" 	C:\Program Files\WindowsApps\AppleInc.iCloud_11.4.12.0_x86__nzyj5cx40ttqa\iCloud\ApplePhotoStreams.exe
****** 13260	7464	iCloudDrive.ex	0xb78cfcfd9300	33	-	1	True	2020-11-11 08:14:16.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\AppleInc.iCloud_11.4.12.0_x86__nzyj5cx40ttqa\iCloud\iCloudDrive.exe	"C:\Program Files\WindowsApps\AppleInc.iCloud_11.4.12.0_x86__nzyj5cx40ttqa\iCloud\iCloudDrive.exe" 	C:\Program Files\WindowsApps\AppleInc.iCloud_11.4.12.0_x86__nzyj5cx40ttqa\iCloud\iCloudDrive.exe
****** 9648	7464	OneDrive.exe	0xb78d056ed2c0	28	-	1	True	2020-11-11 08:14:02.000000 UTC	N/A	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\OneDrive\OneDrive.exe	"C:\Users\fredr\AppData\Local\Microsoft\OneDrive\OneDrive.exe" /background	C:\Users\fredr\AppData\Local\Microsoft\OneDrive\OneDrive.exe
******* 6188	9648	OneDrive.exe	0xb78d0984f0c0	26	-	1	True	2020-11-11 08:14:03.000000 UTC	N/A	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\OneDrive\OneDrive.exe	"C:\Users\fredr\AppData\Local\Microsoft\OneDrive\OneDrive.exe" /client=Personal /background	C:\Users\fredr\AppData\Local\Microsoft\OneDrive\OneDrive.exe
****** 12020	7464	GoogleDriveFS.	0xb78d096820c0	2	-	1	False	2020-11-11 08:14:11.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Google\Drive File Stream\43.0.8.0\GoogleDriveFS.exe	"C:\Program Files\Google\Drive File Stream\43.0.8.0\GoogleDriveFS.exe" 	C:\Program Files\Google\Drive File Stream\43.0.8.0\GoogleDriveFS.exe
